source_file,output_index,output_file,original_width_px,original_height_px,crop_left_px,crop_top_px,crop_right_px,crop_bottom_px,output_width_px,output_height_px,dpi,output_format,pre_match_mean_luminance_0_255,pre_match_median_luminance_0_255,matching_metric_used,pre_match_luminance_used_for_matching_0_255,target_luminance_0_255,full_brightness_multiplier_not_used,unclamped_partial_multiplier,brightness_multiplier_applied,brightness_multiplier_was_clamped,correction_strength,min_brightness_multiplier,max_brightness_multiplier,contrast_multiplier,post_match_mean_luminance_0_255,post_match_median_luminance_0_255,target_Lstar_approx
AdobeStock_268690771.jpeg,60,bandit_060.jpg,5248,3936,0,218,5248,3717,3000,2000,300,JPEG,73.303,50.724,median,50.724,97.132,1.914897,1.548938,1.2,True,0.6,0.85,1.2,1.0,85.872,60.512,68.088
AdobeStock_269136127.jpeg,61,bandit_061.jpg,12145,5275,2116,0,10028,5275,3000,2000,300,JPEG,78.18,64.979,median,64.979,97.132,1.494821,1.296893,1.2,True,0.6,0.85,1.2,1.0,92.611,77.633,68.088
AdobeStock_269266496.jpeg,62,bandit_062.jpg,6000,4000,0,0,6000,4000,3000,2000,300,JPEG,45.667,18.906,median,18.906,97.132,5.137737,3.482642,1.2,True,0.6,0.85,1.2,1.0,54.183,22.209,68.088
AdobeStock_271728665.jpeg,63,bandit_063.jpg,5760,3840,0,0,5760,3840,3000,2000,300,JPEG,132.339,143.788,median,143.788,97.132,0.67552,0.805312,0.85,True,0.6,0.85,1.2,1.0,112.007,121.753,68.088
AdobeStock_277558651.jpeg,64,bandit_064.jpg,5832,3888,0,0,5832,3888,3000,2000,300,JPEG,62.983,56.168,median,56.168,97.132,1.729312,1.437587,1.2,True,0.6,0.85,1.2,1.0,74.948,66.751,68.088
AdobeStock_281754782.jpeg,65,bandit_065.jpg,5472,3648,0,0,5472,3648,3000,2000,300,JPEG,159.121,184.85,median,184.85,97.132,0.525463,0.715278,0.85,True,0.6,0.85,1.2,1.0,134.775,156.642,68.088
AdobeStock_282247995.jpeg,66,bandit_066.jpg,6000,4000,0,0,6000,4000,3000,2000,300,JPEG,92.115,78.868,median,78.868,97.132,1.231583,1.13895,1.13895,False,0.6,0.85,1.2,1.0,103.779,89.239,68.088
AdobeStock_283330787.jpeg,67,bandit_067.jpg,7000,4672,0,2,7000,4669,3000,2000,300,JPEG,122.804,115.098,median,115.098,97.132,0.843908,0.906345,0.906345,False,0.6,0.85,1.2,1.0,110.809,103.938,68.088
AdobeStock_286178925.jpeg,68,bandit_068.jpg,8688,5792,0,0,8688,5792,3000,2000,300,JPEG,106.412,93.393,median,93.393,97.132,1.040035,1.024021,1.024021,False,0.6,0.85,1.2,1.0,108.426,95.085,68.088
AdobeStock_291351654.jpeg,69,bandit_069.jpg,5760,3840,0,0,5760,3840,3000,2000,300,JPEG,107.086,96.988,median,96.988,97.132,1.001481,1.000888,1.000888,False,0.6,0.85,1.2,1.0,107.086,96.988,68.088
AdobeStock_294526614.jpeg,70,bandit_070.jpg,5400,3600,0,0,5400,3600,3000,2000,300,JPEG,135.517,131.202,median,131.202,97.132,0.740323,0.844194,0.85,True,0.6,0.85,1.2,1.0,114.72,111.004,68.088
AdobeStock_299625187.jpeg,71,bandit_071.jpg,8688,4888,678,0,8010,4888,3000,2000,300,JPEG,150.177,165.917,median,165.917,97.132,0.585426,0.751256,0.85,True,0.6,0.85,1.2,1.0,127.177,140.565,68.088
AdobeStock_302542050.jpeg,72,bandit_072.jpg,3264,4896,0,1360,3264,3536,3000,2000,300,JPEG,111.397,108.352,median,108.352,97.132,0.89645,0.93787,0.93787,False,0.6,0.85,1.2,1.0,103.974,101.101,68.088
AdobeStock_306209808.jpeg,73,bandit_073.jpg,5814,3881,0,2,5814,3878,3000,2000,300,JPEG,157.887,176.642,median,176.642,97.132,0.549881,0.729929,0.85,True,0.6,0.85,1.2,1.0,133.736,149.642,68.088
AdobeStock_306289744.jpeg,74,bandit_074.jpg,4175,2783,0,0,4174,2783,3000,2000,300,JPEG,128.668,131.452,median,131.452,97.132,0.738917,0.84335,0.85,True,0.6,0.85,1.2,1.0,108.888,111.298,68.088
AdobeStock_310339043.jpeg,75,bandit_075.jpg,3895,3496,0,449,3895,3046,3000,2000,300,JPEG,101.249,72.438,median,72.438,97.132,1.340898,1.204539,1.2,True,0.6,0.85,1.2,1.0,117.533,85.723,68.088
AdobeStock_316498991.jpeg,76,bandit_076.jpg,6000,4000,0,0,6000,4000,3000,2000,300,JPEG,129.781,122.069,median,122.069,97.132,0.795712,0.877427,0.877427,False,0.6,0.85,1.2,1.0,113.365,106.581,68.088
AdobeStock_316892070.jpeg,77,bandit_077.jpg,8688,5792,0,0,8688,5792,3000,2000,300,JPEG,121.872,121.469,median,121.469,97.132,0.799647,0.879788,0.879788,False,0.6,0.85,1.2,1.0,106.718,106.367,68.088
AdobeStock_327610055.jpeg,78,bandit_078.jpg,8688,5792,0,0,8688,5792,3000,2000,300,JPEG,105.965,97.276,median,97.276,97.132,0.998524,0.999114,0.999114,False,0.6,0.85,1.2,1.0,104.985,96.276,68.088
AdobeStock_332630851.jpeg,79,bandit_079.jpg,5886,3924,0,0,5886,3924,3000,2000,300,JPEG,117.423,115.742,median,115.742,97.132,0.839208,0.903525,0.903525,False,0.6,0.85,1.2,1.0,105.595,104.105,68.088
AdobeStock_341597375.jpeg,80,bandit_080.jpg,6081,4054,0,0,6081,4054,3000,2000,300,JPEG,111.402,117.674,median,117.674,97.132,0.825434,0.89526,0.89526,False,0.6,0.85,1.2,1.0,99.237,104.979,68.088
AdobeStock_34720031.jpeg,81,bandit_081.jpg,4385,2923,0,0,4384,2923,3000,2000,300,JPEG,150.532,159.237,median,159.237,97.132,0.609983,0.76599,0.85,True,0.6,0.85,1.2,1.0,127.478,134.969,68.088
AdobeStock_357100936.jpeg,82,bandit_082.jpg,6016,4016,0,2,6016,4013,3000,2000,300,JPEG,65.882,44.145,median,44.145,97.132,2.200274,1.720165,1.2,True,0.6,0.85,1.2,1.0,78.17,52.59,68.088
AdobeStock_36509252.jpeg,83,bandit_083.jpg,4050,2690,7,0,4042,2690,3000,2000,300,JPEG,137.169,142.253,median,142.253,97.132,0.682813,0.809688,0.85,True,0.6,0.85,1.2,1.0,116.115,120.49,68.088
AdobeStock_375419561.jpeg,84,bandit_084.jpg,3600,2400,0,0,3600,2400,3000,2000,300,JPEG,176.352,192.864,median,192.864,97.132,0.503631,0.702178,0.85,True,0.6,0.85,1.2,1.0,149.424,163.507,68.088
AdobeStock_378166846.jpeg,85,bandit_085.jpg,6545,4363,0,0,6544,4363,3000,2000,300,JPEG,68.674,53.937,median,53.937,97.132,1.800842,1.480505,1.2,True,0.6,0.85,1.2,1.0,81.821,64.507,68.088
AdobeStock_398278139.jpeg,86,bandit_086.jpg,4896,3264,0,0,4896,3264,3000,2000,300,JPEG,111.465,108.527,median,108.527,97.132,0.895005,0.937003,0.937003,False,0.6,0.85,1.2,1.0,103.937,101.204,68.088
AdobeStock_421312084.jpeg,87,bandit_087.jpg,5388,3597,0,2,5388,3594,3000,2000,300,JPEG,46.706,33.194,median,33.194,97.132,2.926174,2.155704,1.2,True,0.6,0.85,1.2,1.0,55.164,39.547,68.088
AdobeStock_422172892.jpeg,88,bandit_088.jpg,5472,3648,0,0,5472,3648,3000,2000,300,JPEG,99.942,101.939,median,101.939,97.132,0.952848,0.971709,0.971709,False,0.6,0.85,1.2,1.0,96.588,98.785,68.088
AdobeStock_422634310.jpeg,89,bandit_089.jpg,5760,3840,0,0,5760,3840,3000,2000,300,JPEG,91.639,76.11,median,76.11,97.132,1.276205,1.165723,1.165723,False,0.6,0.85,1.2,1.0,104.775,88.181,68.088
AdobeStock_426092381.jpeg,90,bandit_090.jpg,12000,3852,3111,0,8889,3852,3000,2000,300,JPEG,65.108,27.109,median,27.109,97.132,3.583043,2.549826,1.2,True,0.6,0.85,1.2,1.0,77.108,32.169,68.088
AdobeStock_45543569.jpeg,91,bandit_091.jpg,5616,3744,0,0,5616,3744,3000,2000,300,JPEG,139.582,143.531,median,143.531,97.132,0.676732,0.806039,0.85,True,0.6,0.85,1.2,1.0,118.164,121.482,68.088
AdobeStock_457721580.jpeg,92,bandit_092.jpg,5296,3744,0,106,5296,3637,3000,2000,300,JPEG,123.104,128.835,median,128.835,97.132,0.753928,0.852357,0.852357,False,0.6,0.85,1.2,1.0,104.43,109.312,68.088
AdobeStock_461995849.jpeg,93,bandit_093.jpg,5107,3648,0,121,5107,3526,3000,2000,300,JPEG,76.728,66.273,median,66.273,97.132,1.46563,1.279378,1.2,True,0.6,0.85,1.2,1.0,90.52,79.213,68.088
AdobeStock_479348434.jpeg,94,bandit_094.jpg,6238,4158,0,0,6237,4158,3000,2000,300,JPEG,117.788,121.746,median,121.746,97.132,0.797825,0.878695,0.878695,False,0.6,0.85,1.2,1.0,103.001,106.52,68.088
AdobeStock_492835003.jpeg,95,bandit_095.jpg,4480,2987,0,0,4480,2987,3000,2000,300,JPEG,177.438,188.112,median,188.112,97.132,0.516351,0.709811,0.85,True,0.6,0.85,1.2,1.0,150.327,159.418,68.088
AdobeStock_496296660.jpeg,96,bandit_096.jpg,6238,4158,0,0,6237,4158,3000,2000,300,JPEG,105.164,106.407,median,106.407,97.132,0.912833,0.9477,0.9477,False,0.6,0.85,1.2,1.0,99.164,100.219,68.088
AdobeStock_514494813.jpeg,97,bandit_097.jpg,6016,4016,0,2,6016,4013,3000,2000,300,JPEG,42.357,27.238,median,27.238,97.132,3.566074,2.539644,1.2,True,0.6,0.85,1.2,1.0,50.317,32.399,68.088
AdobeStock_555378600.jpeg,98,bandit_098.jpg,5760,3840,0,0,5760,3840,3000,2000,300,JPEG,108.849,117.233,median,117.233,97.132,0.828538,0.897123,0.897123,False,0.6,0.85,1.2,1.0,97.151,104.391,68.088
AdobeStock_57774828.jpeg,99,bandit_099.jpg,4441,3456,0,247,4441,3208,3000,2000,300,JPEG,89.135,70.506,median,70.506,97.132,1.377634,1.22658,1.2,True,0.6,0.85,1.2,1.0,105.11,84.106,68.088
AdobeStock_58083840.jpeg,100,bandit_100.jpg,5616,3744,0,0,5616,3744,3000,2000,300,JPEG,99.74,89.738,median,89.738,97.132,1.0824,1.04944,1.04944,False,0.6,0.85,1.2,1.0,103.951,93.648,68.088
AdobeStock_58084000.jpeg,101,bandit_101.jpg,5616,3744,0,0,5616,3744,3000,2000,300,JPEG,91.608,85.353,median,85.353,97.132,1.137998,1.082799,1.082799,False,0.6,0.85,1.2,1.0,98.284,92.0,68.088
AdobeStock_585055259.jpeg,102,bandit_102.jpg,5376,3584,0,0,5376,3584,3000,2000,300,JPEG,80.01,53.816,median,53.816,97.132,1.804891,1.482934,1.2,True,0.6,0.85,1.2,1.0,93.907,64.161,68.088
AdobeStock_600023928.jpeg,103,bandit_103.jpg,5000,3333,0,0,5000,3333,3000,2000,300,JPEG,68.043,43.713,median,43.713,97.132,2.222019,1.733211,1.2,True,0.6,0.85,1.2,1.0,80.3,52.082,68.088
AdobeStock_600023998.jpeg,104,bandit_104.jpg,5000,3333,0,0,5000,3333,3000,2000,300,JPEG,67.636,51.469,median,51.469,97.132,1.887187,1.532312,1.2,True,0.6,0.85,1.2,1.0,80.06,61.454,68.088
AdobeStock_602332218.jpeg,105,bandit_105.jpg,4096,4096,0,682,4096,3413,3000,2000,300,JPEG,62.162,45.539,median,45.539,97.132,2.132932,1.679759,1.2,True,0.6,0.85,1.2,1.0,73.43,54.256,68.088
AdobeStock_615772354.jpeg,106,bandit_106.jpg,4928,3712,0,213,4928,3498,3000,2000,300,JPEG,41.834,14.574,median,14.574,97.132,6.664928,4.398957,1.2,True,0.6,0.85,1.2,1.0,49.178,16.858,68.088
AdobeStock_617394412.jpeg,107,bandit_107.jpg,6720,4480,0,0,6720,4480,3000,2000,300,JPEG,87.2,73.608,median,73.608,97.132,1.319585,1.191751,1.191751,False,0.6,0.85,1.2,1.0,101.388,87.238,68.088
AdobeStock_617394518.jpeg,108,bandit_108.jpg,6720,4480,0,0,6720,4480,3000,2000,300,JPEG,122.611,125.78,median,125.78,97.132,0.772235,0.863341,0.863341,False,0.6,0.85,1.2,1.0,105.351,108.209,68.088
AdobeStock_619490211.jpeg,109,bandit_109.jpg,10000,6668,0,0,10000,6667,3000,2000,300,JPEG,61.194,31.327,median,31.327,97.132,3.100624,2.260374,1.2,True,0.6,0.85,1.2,1.0,72.175,37.183,68.088
AdobeStock_619490420.jpeg,110,bandit_110.jpg,10000,6668,0,0,10000,6667,3000,2000,300,JPEG,62.117,43.952,median,43.952,97.132,2.209946,1.725968,1.2,True,0.6,0.85,1.2,1.0,73.288,52.283,68.088
AdobeStock_621005971.jpeg,111,bandit_111.jpg,10000,6668,0,0,10000,6667,3000,2000,300,JPEG,87.722,86.737,median,86.737,97.132,1.11984,1.071904,1.071904,False,0.6,0.85,1.2,1.0,93.528,92.456,68.088
AdobeStock_621021391.jpeg,112,bandit_112.jpg,10000,6668,0,0,10000,6667,3000,2000,300,JPEG,58.816,29.883,median,29.883,97.132,3.25041,2.350246,1.2,True,0.6,0.85,1.2,1.0,69.097,35.453,68.088
AdobeStock_621021579.jpeg,113,bandit_113.jpg,10000,6668,0,0,10000,6667,3000,2000,300,JPEG,49.921,29.873,median,29.873,97.132,3.251541,2.350925,1.2,True,0.6,0.85,1.2,1.0,58.718,35.403,68.088
AdobeStock_621039270.jpeg,114,bandit_114.jpg,10000,6668,0,0,10000,6667,3000,2000,300,JPEG,56.076,34.219,median,34.219,97.132,2.838507,2.103104,1.2,True,0.6,0.85,1.2,1.0,66.249,40.623,68.088
AdobeStock_629063284.jpeg,115,bandit_115.jpg,5568,3712,0,0,5568,3712,3000,2000,300,JPEG,88.426,79.307,median,79.307,97.132,1.224763,1.134858,1.134858,False,0.6,0.85,1.2,1.0,97.747,88.97,68.088
AdobeStock_630161487.jpeg,116,bandit_116.jpg,8736,4992,624,0,8112,4992,3000,2000,300,JPEG,61.522,39.215,median,39.215,97.132,2.476935,1.886161,1.2,True,0.6,0.85,1.2,1.0,72.2,46.619,68.088
AdobeStock_63599551.jpeg,117,bandit_117.jpg,5616,3744,0,0,5616,3744,3000,2000,300,JPEG,119.557,108.174,median,108.174,97.132,0.897922,0.938753,0.938753,False,0.6,0.85,1.2,1.0,111.725,101.007,68.088
AdobeStock_63599583.jpeg,118,bandit_118.jpg,3744,5616,0,1560,3744,4056,3000,2000,300,JPEG,140.472,144.652,median,144.652,97.132,0.671489,0.802894,0.85,True,0.6,0.85,1.2,1.0,118.926,122.402,68.088
AdobeStock_64154047.jpeg,119,bandit_119.jpg,5616,3744,0,0,5616,3744,3000,2000,300,JPEG,78.465,60.79,median,60.79,97.132,1.597823,1.358694,1.2,True,0.6,0.85,1.2,1.0,93.191,72.581,68.088
AdobeStock_64172012.jpeg,120,bandit_120.jpg,4256,2832,4,0,4252,2832,3000,2000,300,JPEG,130.604,130.421,median,130.421,97.132,0.744756,0.846854,0.85,True,0.6,0.85,1.2,1.0,110.534,110.332,68.088
AdobeStock_662175907.jpeg,121,bandit_121.jpg,7860,5240,0,0,7860,5240,3000,2000,300,JPEG,170.079,171.198,median,171.198,97.132,0.567366,0.74042,0.85,True,0.6,0.85,1.2,1.0,144.092,145.038,68.088
AdobeStock_66913568.jpeg,122,bandit_122.jpg,6287,4724,0,266,6287,4457,3000,2000,300,JPEG,75.574,56.536,median,56.536,97.132,1.71805,1.43083,1.2,True,0.6,0.85,1.2,1.0,89.473,67.497,68.088
AdobeStock_67636689.jpeg,123,bandit_123.jpg,5616,3744,0,0,5616,3744,3000,2000,300,JPEG,130.642,139.035,median,139.035,97.132,0.698616,0.81917,0.85,True,0.6,0.85,1.2,1.0,110.573,117.753,68.088
AdobeStock_78466601.jpeg,124,bandit_124.jpg,5472,3648,0,0,5472,3648,3000,2000,300,JPEG,115.55,94.489,median,94.489,97.132,1.027974,1.016784,1.016784,False,0.6,0.85,1.2,1.0,116.975,95.546,68.088
AdobeStock_79662452.jpeg,125,bandit_125.jpg,5616,3744,0,0,5616,3744,3000,2000,300,JPEG,101.92,100.51,median,100.51,97.132,0.966391,0.979835,0.979835,False,0.6,0.85,1.2,1.0,99.353,98.203,68.088
AdobeStock_823323541.jpeg,126,bandit_126.jpg,4368,2448,348,0,4020,2448,3000,2000,300,JPEG,132.423,146.574,median,146.574,97.132,0.662684,0.79761,0.85,True,0.6,0.85,1.2,1.0,112.082,124.089,68.088
AdobeStock_85066422.jpeg,127,bandit_127.jpg,4000,2667,0,0,4000,2667,3000,2000,300,JPEG,153.793,175.537,median,175.537,97.132,0.553342,0.732005,0.85,True,0.6,0.85,1.2,1.0,130.248,148.729,68.088
AdobeStock_90006257.jpeg,128,bandit_128.jpg,5616,3744,0,0,5616,3744,3000,2000,300,JPEG,115.447,102.214,median,102.214,97.132,0.950281,0.970168,0.970168,False,0.6,0.85,1.2,1.0,111.484,98.762,68.088
AdobeStock_96197649.jpeg,129,bandit_129.jpg,5592,3733,0,2,5592,3730,3000,2000,300,JPEG,127.573,129.543,median,129.543,97.132,0.749807,0.849884,0.85,True,0.6,0.85,1.2,1.0,107.961,109.657,68.088
AdobeStock_96721430.jpeg,130,bandit_130.jpg,5500,3672,0,2,5500,3669,3000,2000,300,JPEG,131.617,122.711,median,122.711,97.132,0.79155,0.87493,0.87493,False,0.6,0.85,1.2,1.0,114.605,106.823,68.088
b1.jpg,131,bandit_131.jpg,3000,2000,0,0,3000,2000,3000,2000,300,JPEG,89.962,74.63,median,74.63,97.132,1.301518,1.180911,1.180911,False,0.6,0.85,1.2,1.0,104.099,87.702,68.088
b2.jpg,132,bandit_132.jpg,3000,2000,0,0,3000,2000,3000,2000,300,JPEG,89.948,83.148,median,83.148,97.132,1.168176,1.100906,1.100906,False,0.6,0.85,1.2,1.0,98.094,91.076,68.088
b3.jpg,133,bandit_133.jpg,3000,2000,0,0,3000,2000,3000,2000,300,JPEG,90.159,92.367,median,92.367,97.132,1.051592,1.030955,1.030955,False,0.6,0.85,1.2,1.0,92.449,94.637,68.088
choc24.jpg,134,bandit_134.jpg,2048,1536,0,85,2048,1450,3000,2000,300,JPEG,160.571,184.468,median,184.468,97.132,0.526551,0.715931,0.85,True,0.6,0.85,1.2,1.0,135.906,156.241,68.088
cookies1.jpg,135,bandit_135.jpg,1600,1200,0,66,1600,1133,3000,2000,300,JPEG,149.24,152.3,median,152.3,97.132,0.637767,0.78266,0.85,True,0.6,0.85,1.2,1.0,126.379,128.892,68.088
donut12.jpg,136,bandit_136.jpg,1620,1080,0,0,1620,1080,3000,2000,300,JPEG,159.7,148.618,median,148.618,97.132,0.653567,0.79214,0.85,True,0.6,0.85,1.2,1.0,135.254,125.864,68.088
donut21.jpg,137,bandit_137.jpg,1640,1089,3,0,1637,1089,3000,2000,300,JPEG,109.397,91.778,median,91.778,97.132,1.058334,1.035,1.035,False,0.6,0.85,1.2,1.0,112.338,94.495,68.088
donut23.jpg,138,bandit_138.jpg,1619,1080,0,0,1619,1079,3000,2000,300,JPEG,150.07,144.148,median,144.148,97.132,0.673833,0.8043,0.85,True,0.6,0.85,1.2,1.0,127.089,122.095,68.088
donut49.jpg,139,bandit_139.jpg,1800,1200,0,0,1800,1200,3000,2000,300,JPEG,100.894,82.114,median,82.114,97.132,1.182895,1.109737,1.109737,False,0.6,0.85,1.2,1.0,111.053,90.753,68.088
f1.jpg,140,bandit_140.jpg,3000,2000,0,0,3000,2000,3000,2000,300,JPEG,90.101,82.707,median,82.707,97.132,1.174411,1.104646,1.104646,False,0.6,0.85,1.2,1.0,98.984,90.749,68.088
f2.jpg,141,bandit_141.jpg,3000,2000,0,0,3000,2000,3000,2000,300,JPEG,90.225,89.747,median,89.747,97.132,1.082292,1.049375,1.049375,False,0.6,0.85,1.2,1.0,94.171,93.887,68.088
f3.jpg,142,bandit_142.jpg,3000,2000,0,0,3000,2000,3000,2000,300,JPEG,90.165,89.199,median,89.199,97.132,1.088938,1.053363,1.053363,False,0.6,0.85,1.2,1.0,94.484,93.48,68.088
fries10.jpg,143,bandit_143.jpg,2592,1936,0,104,2592,1832,3000,2000,300,JPEG,134.934,136.228,median,136.228,97.132,0.713009,0.827806,0.85,True,0.6,0.85,1.2,1.0,114.219,115.295,68.088
fries13.jpg,144,bandit_144.jpg,2808,1735,103,0,2705,1735,3000,2000,300,JPEG,105.342,98.72,median,98.72,97.132,0.98391,0.990346,0.990346,False,0.6,0.85,1.2,1.0,103.833,97.528,68.088
fries2.jpg,145,bandit_145.jpg,1600,1200,0,66,1600,1133,3000,2000,300,JPEG,114.144,107.405,median,107.405,97.132,0.904351,0.942611,0.942611,False,0.6,0.85,1.2,1.0,107.091,100.852,68.088
fries7.jpg,146,bandit_146.jpg,2592,1936,0,104,2592,1832,3000,2000,300,JPEG,120.281,110.886,median,110.886,97.132,0.875964,0.925579,0.925579,False,0.6,0.85,1.2,1.0,110.826,102.133,68.088
H01.jpg,147,bandit_147.jpg,3888,2592,0,0,3888,2592,3000,2000,300,JPEG,157.341,176.09,median,176.09,97.132,0.551604,0.730963,0.85,True,0.6,0.85,1.2,1.0,133.266,149.134,68.088
H02.jpg,148,bandit_148.jpg,2592,1944,0,108,2592,1836,3000,2000,300,JPEG,108.768,106.429,median,106.429,97.132,0.912643,0.947586,0.947586,False,0.6,0.85,1.2,1.0,102.569,100.473,68.088
H03.jpg,149,bandit_149.jpg,1280,800,40,0,1240,800,3000,2000,300,JPEG,90.86,80.137,median,80.137,97.132,1.21208,1.127248,1.127248,False,0.6,0.85,1.2,1.0,100.881,89.787,68.088
H05.jpg,150,bandit_150.jpg,2755,1746,68,0,2687,1746,3000,2000,300,JPEG,121.461,133.963,median,133.963,97.132,0.725067,0.83504,0.85,True,0.6,0.85,1.2,1.0,102.768,113.283,68.088
H10.jpg,151,bandit_151.jpg,2048,1536,0,85,2048,1450,3000,2000,300,JPEG,160.571,184.468,median,184.468,97.132,0.526551,0.715931,0.85,True,0.6,0.85,1.2,1.0,135.906,156.241,68.088
H11.jpg,152,bandit_152.jpg,3050,1200,625,0,2425,1200,3000,2000,300,JPEG,161.417,166.795,median,166.795,97.132,0.582342,0.749405,0.85,True,0.6,0.85,1.2,1.0,136.618,141.275,68.088
H12.jpg,153,bandit_153.jpg,1600,1200,0,66,1600,1133,3000,2000,300,JPEG,114.144,107.405,median,107.405,97.132,0.904351,0.942611,0.942611,False,0.6,0.85,1.2,1.0,107.091,100.852,68.088
H13.jpg,154,bandit_154.jpg,1024,768,0,42,1024,725,3000,2000,300,JPEG,162.455,173.85,median,173.85,97.132,0.558711,0.735227,0.85,True,0.6,0.85,1.2,1.0,137.613,147.175,68.088
H14.jpg,155,bandit_155.jpg,2591,1528,149,0,2441,1528,3000,2000,300,JPEG,110.256,102.828,median,102.828,97.132,0.944606,0.966764,0.966764,False,0.6,0.85,1.2,1.0,106.094,98.847,68.088
H19.jpg,156,bandit_156.jpg,1272,1076,0,114,1272,962,3000,2000,300,JPEG,161.61,161.352,median,161.352,97.132,0.601989,0.761193,0.85,True,0.6,0.85,1.2,1.0,136.893,136.714,68.088
H21.jpg,157,bandit_157.jpg,1600,1200,0,66,1600,1133,3000,2000,300,JPEG,103.637,95.03,median,95.03,97.132,1.022121,1.013273,1.013273,False,0.6,0.85,1.2,1.0,104.462,96.0,68.088
H22.jpg,158,bandit_158.jpg,3000,2253,0,126,3000,2126,3000,2000,300,JPEG,149.796,165.609,median,165.609,97.132,0.586515,0.751909,0.85,True,0.6,0.85,1.2,1.0,126.854,140.366,68.088
H23.jpg,159,bandit_159.jpg,4288,2848,8,0,4280,2848,3000,2000,300,JPEG,109.236,107.396,median,107.396,97.132,0.904425,0.942655,0.942655,False,0.6,0.85,1.2,1.0,102.468,100.592,68.088
H24.jpg,160,bandit_160.jpg,1600,1200,0,66,1600,1133,3000,2000,300,JPEG,149.24,152.3,median,152.3,97.132,0.637767,0.78266,0.85,True,0.6,0.85,1.2,1.0,126.379,128.892,68.088
H27.jpg,161,bandit_161.jpg,1440,1080,0,60,1440,1020,3000,2000,300,JPEG,111.091,96.745,median,96.745,97.132,1.003995,1.002397,1.002397,False,0.6,0.85,1.2,1.0,111.091,96.745,68.088
H29.jpg,162,bandit_162.jpg,1620,1080,0,0,1620,1080,3000,2000,300,JPEG,159.7,148.618,median,148.618,97.132,0.653567,0.79214,0.85,True,0.6,0.85,1.2,1.0,135.254,125.864,68.088
H35.jpg,163,bandit_163.jpg,2048,1536,0,85,2048,1450,3000,2000,300,JPEG,116.212,119.199,median,119.199,97.132,0.814873,0.888924,0.888924,False,0.6,0.85,1.2,1.0,102.857,105.548,68.088
H40.jpg,164,bandit_164.jpg,1619,1080,0,0,1619,1079,3000,2000,300,JPEG,135.44,139.667,median,139.667,97.132,0.695454,0.817272,0.85,True,0.6,0.85,1.2,1.0,114.648,118.368,68.088
H44.jpg,165,bandit_165.jpg,1593,1080,0,9,1593,1071,3000,2000,300,JPEG,109.438,88.109,median,88.109,97.132,1.10241,1.061446,1.061446,False,0.6,0.85,1.2,1.0,115.332,93.124,68.088
H45.jpg,166,bandit_166.jpg,3844,2563,0,0,3844,2563,3000,2000,300,JPEG,132.254,154.639,median,154.639,97.132,0.628119,0.776872,0.85,True,0.6,0.85,1.2,1.0,111.93,130.802,68.088
H47.jpg,167,bandit_167.jpg,1142,1087,0,163,1142,924,3000,2000,300,JPEG,135.163,137.919,median,137.919,97.132,0.704269,0.822562,0.85,True,0.6,0.85,1.2,1.0,114.413,116.741,68.088
H50.jpg,168,bandit_168.jpg,1200,1200,0,200,1200,1000,3000,2000,300,JPEG,148.606,154.198,median,154.198,97.132,0.629917,0.77795,0.85,True,0.6,0.85,1.2,1.0,125.84,130.609,68.088
H53.jpg,169,bandit_169.jpg,1330,1715,0,414,1330,1301,3000,2000,300,JPEG,140.123,127.347,median,127.347,97.132,0.762735,0.857641,0.857641,False,0.6,0.85,1.2,1.0,119.659,108.773,68.088
H57.jpg,170,bandit_170.jpg,1997,1842,0,255,1997,1586,3000,2000,300,JPEG,118.346,111.944,median,111.944,97.132,0.867686,0.920612,0.920612,False,0.6,0.85,1.2,1.0,108.447,102.538,68.088
H63.jpg,171,bandit_171.jpg,1800,1200,0,0,1800,1200,3000,2000,300,JPEG,100.894,82.114,median,82.114,97.132,1.182895,1.109737,1.109737,False,0.6,0.85,1.2,1.0,111.053,90.753,68.088
i1.jpg,172,bandit_172.jpg,3000,2000,0,0,3000,2000,3000,2000,300,JPEG,89.987,82.18,median,82.18,97.132,1.181936,1.109162,1.109162,False,0.6,0.85,1.2,1.0,99.174,90.955,68.088
i2.jpg,173,bandit_173.jpg,3000,2000,0,0,3000,2000,3000,2000,300,JPEG,90.157,89.248,median,89.248,97.132,1.088338,1.053003,1.053003,False,0.6,0.85,1.2,1.0,94.424,93.447,68.088
i3.jpg,174,bandit_174.jpg,3000,2000,0,0,3000,2000,3000,2000,300,JPEG,90.095,79.997,median,79.997,97.132,1.214196,1.128517,1.128517,False,0.6,0.85,1.2,1.0,101.082,89.767,68.088
ic28.jpg,175,bandit_175.jpg,1600,1200,0,66,1600,1133,3000,2000,300,JPEG,103.637,95.03,median,95.03,97.132,1.022121,1.013273,1.013273,False,0.6,0.85,1.2,1.0,104.462,96.0,68.088
ic30.jpg,176,bandit_176.jpg,4752,3168,0,0,4752,3168,3000,2000,300,JPEG,103.65,109.578,median,109.578,97.132,0.886422,0.931853,0.931853,False,0.6,0.85,1.2,1.0,96.087,101.645,68.088
ic36.jpg,177,bandit_177.jpg,3000,2253,0,126,3000,2126,3000,2000,300,JPEG,149.796,165.609,median,165.609,97.132,0.586515,0.751909,0.85,True,0.6,0.85,1.2,1.0,126.854,140.366,68.088
