participant_id,session,task_version,trial_type,t_onset_s,seed,run,trial,swap_count,position1,position2,position3,p_reward_pos1,p_reward_pos2,p_reward_pos3,choice,chosen_logo,rt_s,choice_late,outcome,points,optimal_position,is_optimal,optimal_points,regret,cumulative_score,anticip_ms,isi_ms,cf_outcome_pos1,cf_outcome_pos2,cf_outcome_pos3,cf_points_pos1,cf_points_pos2,cf_points_pos3,bonus_trial_index,position_in_bandit_stream,food_set,cue_type,food_bonus_cue,cue_image,cue_duration_ms,anticipatory_delay_ms,adaptive_window_ms,target_response_key,target_rt_ms,premature_rt_ms,target_hit,target_miss,target_too_fast,target_no_response,bonus_points_earned,bonus_cumulative,bonus_hit_rate,cue_onset_ms,delay_onset_ms,target_onset_ms,response_ms,feedback_onset_ms,trigger_code
1-900,001,v17.3,bandit,902.8404,4046538769,2,7,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.4324,0,reward,10,3,1,10,0,430,514,666,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,906.707,4046538769,2,8,0,rose,cinquefoil,knot,0.3,0.5,0.8,2,cinquefoil,0.4486,0,reward,10,3,0,10,0,440,522,427,reward,reward,reward,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bonus_food,910.3737,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,8,sweet,food_sweet,1,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/win/sweet/sweet_bandit_008.jpg,1500,1904,550,down,351,,1,0,0,0,15,465,0.861,1100,2633,4567,4918,4934,36
1-900,001,v17.3,bandit,915.9407,4046538769,2,9,0,rose,cinquefoil,knot,0.3,0.5,0.8,2,cinquefoil,0.9115,0,loss,-10,3,0,10,20,430,532,688,loss,loss,reward,-10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,21
1-900,001,v17.3,bandit,920.1404,4046538769,2,10,0,rose,cinquefoil,knot,0.3,0.5,0.8,1,rose,0.4503,0,loss,-10,3,0,10,20,420,626,557,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,21
1-900,001,v17.3,bonus_food,923.857,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,10,sweet,food_sweet,1,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/win/sweet/sweet_bandit_087.jpg,1500,1275,550,right,488,,1,0,0,0,15,480,0.865,1117,2633,3933,4421,4434,36
1-900,001,v17.3,bandit,928.924,4046538769,2,11,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.6594,0,reward,10,3,1,10,0,430,472,406,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,932.7569,4046538769,2,12,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.3959,0,reward,10,3,1,10,0,440,768,431,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bonus_food,936.6235,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,12,sweet,food_sweet,1,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/win/sweet/sweet_bandit_160.jpg,1500,1677,550,right,259,,1,0,0,0,15,495,0.868,1117,2633,4333,4592,4600,36
1-900,001,v17.3,bandit,941.8404,4046538769,2,13,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.5354,0,reward,10,3,1,10,0,450,466,578,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,945.6903,4046538769,2,14,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.4493,0,reward,10,3,1,10,0,460,420,474,reward,reward,reward,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bonus_food,949.3235,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,14,sweet,food_sweet,1,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/win/sweet/sweet_bandit_117.jpg,1500,1835,550,right,257,,1,0,0,0,15,510,0.872,1100,2633,4500,4757,4767,36
1-900,001,v17.3,bandit,954.7239,4046538769,2,15,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.5846,0,reward,10,3,1,10,0,470,470,625,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,958.7068,4046538769,2,16,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.4432,0,reward,10,3,1,10,0,480,402,676,loss,loss,reward,-10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bonus_food,962.5901,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,16,sweet,food_sweet,1,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/win/sweet/sweet_bandit_087.jpg,1500,1783,550,right,379,,1,0,0,0,15,525,0.875,1117,2633,4433,4812,4817,36
1-900,001,v17.3,bandit,968.0403,4046538769,2,17,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.5591,0,reward,10,3,1,10,0,490,500,501,loss,loss,reward,-10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,971.9066,4046538769,2,18,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.5263,0,reward,10,3,1,10,0,500,784,410,loss,loss,reward,-10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bonus_food,975.8733,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,18,sweet,food_sweet,1,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/win/sweet/sweet_bandit_110.jpg,1500,1446,550,right,461,,1,0,0,0,15,540,0.878,1100,2633,4100,4561,4567,36
1-900,001,v17.3,bandit,981.057,4046538769,2,19,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.7601,0,reward,10,3,1,10,0,510,578,617,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,985.29,4046538769,2,20,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.5387,0,reward,10,3,1,10,0,520,416,586,loss,loss,reward,-10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bonus_neutral,989.09,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,20,sweet,neutral,0,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/neutral/bandit_024.jpg,1500,1523,550,right,262,,1,0,0,0,15,555,0.881,1100,2633,4183,4445,4450,36
1-900,001,v17.3,bandit,994.1733,4046538769,2,21,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.5208,0,reward,10,3,1,10,0,530,702,429,loss,loss,reward,-10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,998.1232,4046538769,2,22,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.4807,0,reward,10,3,1,10,0,540,710,507,reward,reward,reward,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bonus_neutral,1002.0732,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,22,sweet,neutral,0,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/neutral/bandit_020.jpg,1500,1354,550,right,305,,1,0,0,0,15,570,0.884,1117,2633,4017,4322,4334,36
1-900,001,v17.3,bandit,1007.0401,4046538769,2,23,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.6711,0,loss,-10,3,1,-10,0,530,428,602,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,21
1-900,001,v17.3,bandit,1010.823,4046538769,2,24,0,rose,cinquefoil,knot,0.3,0.5,0.8,2,cinquefoil,0.6556,0,reward,10,3,0,10,0,540,417,641,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bonus_neutral,1014.8064,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,24,sweet,neutral,0,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/neutral/bandit_010.jpg,1500,1658,550,down,482,,1,0,0,0,15,585,0.886,1100,2633,4317,4799,4800,36
1-900,001,v17.3,bandit,1020.2399,4046538769,2,25,0,rose,cinquefoil,knot,0.3,0.5,0.8,2,cinquefoil,0.5532,0,loss,-10,3,0,10,20,530,460,619,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,21
1-900,001,v17.3,bandit,1023.9731,4046538769,2,26,0,rose,cinquefoil,knot,0.3,0.5,0.8,2,cinquefoil,0.6439,0,loss,-10,3,0,10,20,520,597,548,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,21
1-900,001,v17.3,bonus_food,1027.8231,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,26,sweet,food_sweet,1,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/win/sweet/sweet_bandit_120.jpg,1500,1894,550,right,278,,1,0,0,0,15,600,0.889,1117,2650,4567,4845,4850,36
1-900,001,v17.3,bandit,1033.3066,4046538769,2,27,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.5518,0,reward,10,3,1,10,0,530,522,516,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1037.1896,4046538769,2,28,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.4524,0,reward,10,3,1,10,0,540,728,596,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bonus_neutral,1041.2229,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,28,sweet,neutral,0,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/neutral/bandit_003.jpg,1500,1601,550,right,348,,1,0,0,0,15,615,0.891,1100,2617,4250,4598,4600,36
1-900,001,v17.3,bandit,1046.4565,4046538769,2,29,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.6421,0,reward,10,3,1,10,0,550,532,521,loss,loss,reward,-10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1050.4061,4046538769,2,30,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.485,0,reward,10,3,1,10,0,560,483,555,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bonus_food,1054.1728,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,30,sweet,food_sweet,1,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/win/sweet/sweet_bandit_081.jpg,1500,1603,550,down,328,,1,0,0,0,15,630,0.894,1100,2633,4267,4595,4600,36
1-900,001,v17.3,bandit,1059.4065,4046538769,2,31,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.6577,0,reward,10,3,1,10,0,570,764,498,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1063.6061,4046538769,2,32,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.5676,0,reward,10,3,1,10,0,580,734,431,loss,loss,reward,-10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bonus_food,1067.6394,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,32,sweet,food_sweet,1,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/win/sweet/sweet_bandit_124.jpg,1500,1914,550,right,309,,1,0,0,0,15,645,0.896,1117,2633,4567,4876,4884,36
1-900,001,v17.3,bandit,1073.1564,4046538769,2,33,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.5834,0,reward,10,3,1,10,0,590,430,581,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1077.0227,4046538769,2,34,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,1.5241,0,loss,-10,3,1,-10,0,580,584,570,loss,reward,loss,-10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,21
1-900,001,v17.3,bonus_food,1081.8061,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,34,sweet,food_sweet,1,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/win/sweet/sweet_bandit_102.jpg,1500,1265,550,right,191,,1,0,0,0,15,660,0.898,1100,2633,3917,4108,4117,36
1-900,001,v17.3,bandit,1086.5563,4046538769,2,35,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.5449,0,reward,10,3,1,10,0,590,525,552,loss,loss,reward,-10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1090.4393,4046538769,2,36,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.4903,0,loss,-10,3,1,-10,0,580,438,634,loss,reward,loss,-10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,21
1-900,001,v17.3,bonus_food,1094.106,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,36,sweet,food_sweet,1,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/win/sweet/sweet_bandit_119.jpg,1500,1910,550,right,387,,1,0,0,0,15,675,0.9,1117,2650,4583,4970,4984,36
1-900,001,v17.3,bandit,1099.7228,4046538769,2,37,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.5008,0,loss,-10,3,1,-10,0,570,787,475,loss,reward,loss,-10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,21
1-900,001,v17.3,bandit,1103.5725,4046538769,2,38,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.5278,0,loss,-10,3,1,-10,0,560,608,488,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,21
1-900,001,v17.3,bonus_neutral,1107.2725,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,38,sweet,neutral,0,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/neutral/bandit_006.jpg,1500,1341,550,right,291,,1,0,0,0,15,690,0.902,1100,2617,3983,4274,4284,36
1-900,001,v17.3,bandit,1112.1894,4046538769,2,39,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.4858,0,reward,10,3,1,10,0,570,568,666,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1116.1557,4046538769,2,40,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.5763,0,loss,-10,3,1,-10,0,560,664,629,loss,loss,loss,-10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,21
1-900,001,v17.3,bonus_food,1120.1057,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,40,sweet,food_sweet,1,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/win/sweet/sweet_bandit_162.jpg,1500,1927,550,down,269,,1,0,0,0,15,705,0.904,1083,2617,4567,4836,4850,36
1-900,001,v17.3,bandit,1125.5728,4046538769,2,41,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.5182,0,loss,-10,3,1,-10,0,550,565,660,reward,reward,loss,10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,21
1-900,001,v17.3,bandit,1129.3891,4046538769,2,42,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.3765,0,reward,10,3,1,10,0,560,432,642,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bonus_neutral,1133.089,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,42,sweet,neutral,0,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/neutral/bandit_022.jpg,1500,1746,550,right,437,,1,0,0,0,15,720,0.906,1100,2633,4400,4837,4850,36
1-900,001,v17.3,bandit,1138.5726,4046538769,2,43,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.5974,0,reward,10,3,1,10,0,570,443,549,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1142.439,4046538769,2,44,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.5066,0,reward,10,3,1,10,0,580,572,651,loss,loss,reward,-10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1146.4556,4046538769,2,45,0,rose,cinquefoil,knot,0.3,0.5,0.8,3,knot,0.4748,0,reward,10,3,1,10,0,590,548,414,loss,loss,reward,-10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1150.1555,4046538769,2,46,1,rose,cinquefoil,knot,0.8,0.3,0.5,3,knot,0.3737,0,reward,10,1,0,-10,-20,600,415,694,loss,loss,reward,-10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1153.9222,4046538769,2,47,1,rose,cinquefoil,knot,0.8,0.3,0.5,2,cinquefoil,1.1612,0,loss,-10,1,0,-10,0,590,442,632,loss,loss,loss,-10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,21
1-900,001,v17.3,bandit,1158.2388,4046538769,2,48,1,rose,cinquefoil,knot,0.8,0.3,0.5,2,cinquefoil,0.4665,0,loss,-10,1,0,10,20,580,537,434,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,21
1-900,001,v17.3,bandit,1161.7555,4046538769,2,49,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.3277,0,reward,10,1,1,10,0,590,597,692,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bonus_neutral,1165.6221,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,49,sweet,neutral,0,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/neutral/bandit_008.jpg,1500,1821,550,down,249,,1,0,0,0,15,735,0.907,1100,2633,4483,4732,4734,36
1-900,001,v17.3,bandit,1170.989,4046538769,2,50,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.5384,0,reward,10,1,1,10,0,600,630,418,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1174.8553,4046538769,2,51,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.4556,0,reward,10,1,1,10,0,610,663,600,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1178.8553,4046538769,2,52,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.5805,0,reward,10,1,1,10,0,620,434,442,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bonus_food,1182.5553,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,52,sweet,food_sweet,1,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/win/sweet/sweet_bandit_060.jpg,1500,1770,550,down,276,,1,0,0,0,15,750,0.909,1083,2617,4417,4693,4700,36
1-900,001,v17.3,bandit,1187.889,4046538769,2,53,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.6765,0,reward,10,1,1,10,0,630,509,685,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1192.022,4046538769,2,54,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.4191,0,reward,10,1,1,10,0,640,637,592,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1195.9053,4046538769,2,55,1,rose,cinquefoil,knot,0.8,0.3,0.5,2,cinquefoil,0.5356,0,loss,-10,1,0,10,20,630,790,565,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,21
1-900,001,v17.3,bandit,1199.8553,4046538769,2,56,1,rose,cinquefoil,knot,0.8,0.3,0.5,3,knot,0.4406,0,reward,10,1,0,10,0,640,430,537,reward,reward,reward,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1203.5052,4046538769,2,57,1,rose,cinquefoil,knot,0.8,0.3,0.5,3,knot,0.3364,0,reward,10,1,0,-10,-20,650,462,579,loss,loss,reward,-10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bonus_food,1207.1719,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,57,sweet,food_sweet,1,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/win/sweet/sweet_bandit_138.jpg,1500,1853,550,right,251,,1,0,0,0,15,765,0.911,1100,2633,4517,4768,4784,36
1-900,001,v17.3,bandit,1212.5888,4046538769,2,58,1,rose,cinquefoil,knot,0.8,0.3,0.5,3,knot,0.9659,0,loss,-10,1,0,10,20,640,615,643,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,21
1-900,001,v17.3,bandit,1216.8717,4046538769,2,59,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.5765,0,reward,10,1,1,10,0,650,600,509,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bonus_food,1220.8051,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,59,sweet,food_sweet,1,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/win/sweet/sweet_bandit_095.jpg,1500,1293,550,down,247,,1,0,0,0,15,780,0.912,1117,2650,3967,4214,4217,36
1-900,001,v17.3,bandit,1225.6389,4046538769,2,60,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.6264,0,reward,10,1,1,10,0,660,667,583,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1229.7718,4046538769,2,61,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.5459,0,reward,10,1,1,10,0,670,513,471,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bonus_food,1233.5384,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,61,sweet,food_sweet,1,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/win/sweet/sweet_bandit_025.jpg,1500,1232,550,down,249,,1,0,0,0,15,795,0.914,1100,2633,3883,4132,4134,36
1-900,001,v17.3,bandit,1238.3054,4046538769,2,62,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.6438,0,reward,10,1,1,10,0,680,751,626,reward,reward,reward,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1242.605,4046538769,2,63,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.4686,0,reward,10,1,1,10,0,690,629,589,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1246.555,4046538769,2,64,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.3076,0,reward,10,1,1,10,0,700,610,658,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1250.3883,4046538769,2,65,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.5872,0,reward,10,1,1,10,0,710,476,575,reward,reward,loss,10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bonus_neutral,1254.3216,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,65,sweet,neutral,0,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/neutral/bandit_001.jpg,1500,1753,550,down,240,,1,0,0,0,15,810,0.915,1100,2617,4400,4640,4650,36
1-900,001,v17.3,bandit,1259.6052,4046538769,2,66,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.4166,0,reward,10,1,1,10,0,720,535,549,reward,reward,loss,10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1263.3715,4046538769,2,67,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.423,0,reward,10,1,1,10,0,730,754,491,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1267.3382,4046538769,2,68,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.4691,0,reward,10,1,1,10,0,740,579,522,reward,reward,reward,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bonus_food,1271.1881,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,68,sweet,food_sweet,1,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/win/sweet/sweet_bandit_029.jpg,1500,1246,550,down,321,,1,0,0,0,15,825,0.917,1100,2633,3900,4221,4234,36
1-900,001,v17.3,bandit,1276.055,4046538769,2,69,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.532,0,reward,10,1,1,10,0,750,430,561,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1279.838,4046538769,2,70,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.3786,0,loss,-10,1,1,-10,0,740,761,524,loss,loss,reward,-10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,21
1-900,001,v17.3,bandit,1283.5713,4046538769,2,71,1,rose,cinquefoil,knot,0.8,0.3,0.5,2,cinquefoil,0.3668,0,reward,10,1,0,10,0,750,539,574,reward,reward,loss,10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bonus_food,1287.3546,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,71,sweet,food_sweet,1,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/win/sweet/sweet_bandit_150.jpg,1500,1907,550,down,257,,1,0,0,0,15,840,0.918,1083,2617,4550,4807,4817,36
1-900,001,v17.3,bandit,1292.805,4046538769,2,72,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.7904,0,reward,10,1,1,10,0,760,694,488,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1297.038,4046538769,2,73,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.6058,0,reward,10,1,1,10,0,770,400,645,reward,reward,reward,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1300.9212,4046538769,2,74,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.9061,0,reward,10,1,1,10,0,780,759,639,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bonus_food,1305.5046,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,74,sweet,food_sweet,1,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/win/sweet/sweet_bandit_024.jpg,1500,1632,550,down,269,,1,0,0,0,15,855,0.919,1117,2633,4283,4552,4567,36
